id_assinatura,plano,Unidade,cupom,data_criacao_assinatura,data_vencimento_assinatura,Assinatura_ativa
0055B812D31945B4896D8612FA49F5EE,Escritorio Virtual - Plano Mensal - Recife,Recife,CP-B4570C | Desconto cliente - Contabilizei,2022-11-24,2022-12-24,FALSE
3DD6B10F36D849FD8D52799E3550FC89,Escritorio Virtual - Plano Mensal - Salvador,Salvador,CP-B4570C | Desconto cliente - Contabilizei,2022-03-23,2023-06-24,FALSE
3DF9960C2B634A62A6CA5E2991828669,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-B4570C | Desconto cliente - Contabilizei,2023-07-07,2023-07-07,FALSE
3E3B56CC193F43C2975F5F58061D6359,Escritorio Virtual - Plano Mensal - Florianopolis,Florianópolis,CP-B4570C | Desconto cliente - Contabilizei,2023-10-20,2023-11-20,TRUE
3E6A1A1915584F14BB1F6E72F4012F30,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-23C506 | Desconto cliente - Agilize,2023-06-23,2023-06-23,FALSE
3E80C2803F594208BDC54CFEEF963A68,Escritorio Virtual - Plano Mensal - Florianopolis,Florianópolis,CP-B4570C | Desconto cliente - Contabilizei,2022-01-20,2023-09-20,FALSE
3E90C49A734348E7A0416BF88B0A32C4,Endereco Comercial - Endereco Comercial - Plano Mensal,EV Comercial,CP-AF1CED | Desconto cliente - Conta Facil,2022-09-27,2023-01-27,FALSE
3EA84526A7584300A7D6A4A41DCD7E31,Escritorio Virtual - Plano Mensal - Recife,Recife,CP-23C506 | Desconto cliente - Agilize,2023-07-25,2023-11-25,TRUE
3ED48EBF912B42C98BBF20F8CCFE0060,Escritorio Virtual - Plano Mensal - Porto Alegre,Porto Alegre,CP-B4570C | Desconto cliente - Contabilizei,2022-02-17,2022-10-17,FALSE
3EE53A26603D44BBACBE80C8A746D4AE,Escritorio Virtual - Plano Mensal - Fortaleza,Fortaleza,CP-B4570C | Desconto cliente - Contabilizei,2023-08-01,2023-11-01,TRUE
3EE93C693CF8490CBCE135C97D8A9E80,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-018355 | Desconto cliente - ADONWEB BRASIL - MARKETING DE REDE LTDA	,2023-08-17,2023-11-17,FALSE
3F05CB0404EB43358C5BC27E00231987,Escritorio Virtual - Plano Mensal - Recife,Recife,CP-B4570C | Desconto cliente - Contabilizei,2022-10-28,2023-06-28,FALSE
3F0F4A68DD8C44EE9DA9CE83338A5AE5,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-23C506 | Desconto cliente - Agilize,2023-01-09,2023-09-09,FALSE
3F2014268BA14EE4BECD7894F26BEC05,Escritorio Virtual - Plano Mensal - Faria Lima,Faria Lima,CP-B4570C | Desconto cliente - Contabilizei,2022-02-11,2022-11-11,FALSE
3F3AE5D1C5A24C6BAD6E9EFD96E4BA05,Escritorio Virtual - Plano Mensal - Vila Leopoldina,Vila Leopoldina,CP-B4570C | Desconto cliente - Contabilizei,2022-04-27,2022-12-19,FALSE
3F90FE1699A846D184F0BDAD782F70A3,Escritorio Virtual - Plano Mensal - Curitiba,Curitiba,CP-B4570C | Desconto cliente - Contabilizei,2022-03-02,2022-09-02,FALSE
3FA8F5C6C2404978854B9C46758D5C0C,Escritorio Virtual - Plano Mensal - Porto Alegre,Porto Alegre,CP-B4570C | Desconto cliente - Contabilizei,2022-12-12,2023-10-12,FALSE
3FBE961D19E64107A0CCC1D83BDFFF76,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-B4570C | Desconto cliente - Contabilizei,2023-07-07,2023-07-07,FALSE
3FD10693A8254CB4B3F346417711240C,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-3E5125 | Desconto cliente - MED EYESIGHT,2022-01-28,2023-05-28,FALSE
3FEEED8FB8F64DB1923B60C8D8B8C240,Escritorio Virtual - Plano Mensal - Florianopolis,Florianópolis,CP-B4570C | Desconto cliente - Contabilizei,2022-01-21,2023-11-21,TRUE
402ACD8CFC7F46428E2BDBBF99A62EF4,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-80E264 | Desconto cliente - LACERDA E CURVO CONTABILIDADE,2023-07-10,2023-07-10,FALSE
4089F467223A463AA5A819D67C336610,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-05-08,2023-05-01,FALSE
40AADEA74A684A808070145406F6FE2F,Escritorio Virtual - Plano Mensal - Fortaleza,Fortaleza,CP-23C506 | Desconto cliente - Agilize,2023-09-12,2023-09-12,FALSE
40F3C27293244C759F630C8FA6A8A273,Endereco Comercial - Endereco Comercial - Plano Mensal,EV Comercial,CP-942F65 | Desconto cliente - Contabilizeaqui,2023-09-12,2023-10-12,FALSE
4138562DE5414483AE5B11B171D719F2,Escritorio Virtual - Plano Mensal - Recife,Recife,CP-B4570C | Desconto cliente - Contabilizei,2023-09-13,2023-10-13,FALSE
415E811979FD4C89B40FFFFF73559E7E,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-441763 | Desconto cliente - PJ ROCKS!,2022-05-02,2022-09-02,FALSE
4176B72F1E874462BD8ABDCFA6F85260,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-B4570C | Desconto cliente - Contabilizei,2023-08-15,2023-11-15,TRUE
417D8ED892F645E5B4354343030A5A69,Escritorio Virtual - Plano Mensal - Berrini 2,Berrini 2,CP-B4570C | Desconto cliente - Contabilizei,2022-10-26,2023-08-26,FALSE
41FF80501DBF4945AA217E4E58627A30,Escritorio Virtual - Plano Mensal - Goiania,Goiânia,CP-B4570C | Desconto cliente - Contabilizei,2023-08-11,2023-08-11,FALSE
422346E18AE6415B9C1E560EDD0BB097,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-AE0513 | Desconto cliente - Time Produto Testes,2022-10-26,2022-11-26,FALSE
424AFFC4F5444681BA408FA49CF2DD5F,Escritorio Virtual - Plano Mensal - Porto Alegre,Porto Alegre,CP-B4570C | Desconto cliente - Contabilizei,2023-10-04,2023-12-04,TRUE
42D581D9A7D04085BC299FA607237671,Escritorio Virtual - Plano Mensal - Porto Alegre,Porto Alegre,CP-23C506 | Desconto cliente - Agilize,2023-06-27,2023-07-27,FALSE
4314460707294CBDA1DA8B4D44584136,Escritorio Virtual - Plano Mensal - Campo Grande,Campo Grande,CP-B4570C | Desconto cliente - Contabilizei,2022-05-30,2023-05-28,FALSE
432FC03FF4E944948068C0177B71354C,Escritorio Virtual - Plano Mensal - Berrini 2,Berrini 2,CP-B4570C | Desconto cliente - Contabilizei,2022-03-10,2022-12-10,FALSE
43C205407EA744129FC4A618CCE7835B,Escritorio Virtual - Plano Mensal - Faria Lima 2,Faria Lima 2,CP-3C31AE | Desconto cliente - RICARDO ADAO DA SILVA,2023-08-04,2023-09-04,FALSE
43FB9DF6C43C4B73B88728B235BC51C4,Escritorio Virtual - Plano Mensal - Fortaleza,Fortaleza,CP-23C506 | Desconto cliente - Agilize,2023-07-20,2023-11-20,TRUE
442B75C9350D46CC962917112FF1C3D9,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-10-19,2022-11-19,FALSE
44D450B7035D4690990A1E4C0649A02D,Escritorio Virtual - Plano Mensal - Florianopolis,Florianópolis,CP-B4570C | Desconto cliente - Contabilizei,2023-05-22,2023-08-29,FALSE
453DA2875D1A4F7C854B00A0215751A0,Escritorio Virtual - Plano Mensal - Salvador,Salvador,CP-B4570C | Desconto cliente - Contabilizei,2023-05-15,2023-05-15,FALSE
456050F7BEFD4C2C9D6D02E5D04A2D08,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2023-01-21,2023-11-21,TRUE
456DF968FDF04002A2BDDF4032C2C708,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-23C506 | Desconto cliente - Agilize,2022-02-01,2023-12-01,TRUE
459B4F3B14534E72B8712EE444D09476,Endereco Comercial - Endereco Comercial - Plano Mensal,EV Comercial,CP-B4570C | Desconto cliente - Contabilizei,2022-02-08,2022-03-08,FALSE
45DD56A589014AABAA0E1241A30DA8F3,Escritorio Virtual - Plano Mensal - Salvador,Salvador,CP-E9FF6A | Desconto 10% - CLIENTEHERO10,2022-04-27,2022-09-27,FALSE
464BF25DD56C4C84AA54A2DAFD378C2B,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-B4570C | Desconto cliente - Contabilizei,2022-07-28,2023-07-28,FALSE
4678880154DD471B892D1324B9E68602,Escritorio Virtual - Plano Mensal - Salvador,Salvador,CP-B4570C | Desconto cliente - Contabilizei,2022-05-02,2023-12-02,TRUE
46E77D9BDBBB4245950DAE629AE1A764,Escritorio Virtual - Plano Mensal - Florianopolis,Florianópolis,CP-B4570C | Desconto cliente - Contabilizei,2023-02-09,2023-08-09,FALSE
471BBC914E214FE49FCDCFC8C8BE29CF,Escritorio Virtual - Plano Mensal - Porto Alegre,Porto Alegre,CP-B4570C | Desconto cliente - Contabilizei,2022-07-21,2023-11-21,TRUE
481E6C0191AA47BBB2B2AE76F79F0DBB,Escritorio Virtual - Plano Mensal - Vitoria,Vitória,CP-B4570C | Desconto cliente - Contabilizei,2023-02-24,2023-03-24,FALSE
4842EE64531F4365A93D73A1AFE8A630,Escritorio Virtual - Plano Mensal - Salvador,Salvador,CP-E9FF6A | Desconto 10% - CLIENTEHERO10,2022-04-27,2022-07-27,FALSE
4894D2DB38FA4FC9955DD26EAB73743E,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2023-04-20,2023-11-20,TRUE
48CBBA912D4F4CFBA80D8F3047DBB536,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-B4570C | Desconto cliente - Contabilizei,2022-05-20,2023-11-20,TRUE
48FEA748D7DC45FD86E5AC4718AA226A,Escritorio Virtual - Plano Mensal - Faria Lima,Faria Lima,CP-B4570C | Desconto cliente - Contabilizei,2022-03-22,2023-11-22,TRUE
4A6539EA1B034BF3A40084754CDA20BA,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-B4570C | Desconto cliente - Contabilizei,2022-06-21,2023-11-21,TRUE
4AB010561B1D48598B2CA486C67F1D5B,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-CB25C2 | Desconto cliente - IN COMPANNY CONTABILIDADE E CONSULTORIA,2023-06-12,2023-08-12,FALSE
4ADDCA553BAD42058AE06F8F219E2A72,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-7F6CFA | Cliente parceiro - AGFP Tecnologia e Contabilidade,2022-07-14,2023-11-14,TRUE
4AF9125AD90E4C2AB021E8C6CE2A0564,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Alphaville,CP-B4570C | Desconto cliente - Contabilizei,2022-08-01,2022-12-01,FALSE
4B04015AFD944AFABA330CD81D9B9079,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-10-19,2023-07-19,FALSE
4B9C315F09D443D18C593B21D13C9CD7,Escritorio Virtual - Plano Mensal - Curitiba,Curitiba,CP-B4570C | Desconto cliente - Contabilizei,2022-07-07,2022-09-07,FALSE
4BDA6174BC57480ABB11E10A5F83E09F,Escritorio Virtual - Plano Mensal - Faria Lima,Alphaville,CP-DE6484 | Desconto cliente - EASY CONTROL,2022-02-03,2022-06-03,FALSE
4BDB38F13D244A328ADAE6404FD0C9B3,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-1161A1 | Desconto cliente - Delta Centro de Servicos Contabeis,2022-08-17,2023-02-17,FALSE
4BEA2FB5A4114EB0B3D22147E05343A2,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-23C506 | Desconto cliente - Agilize,2022-02-14,2022-09-14,FALSE
4C2B0DD32CDE4C59BF5A4AB8B054DE85,Endereco Comercial - Endereco Comercial - Plano Mensal,EV Comercial,CP-B4570C | Desconto cliente - Contabilizei,2022-05-05,2022-06-05,FALSE
4C975D2365314AD487643F69BBDE775E,Escritorio Virtual - Plano Mensal - Curitiba,Curitiba,CP-B4570C | Desconto cliente - Contabilizei,2022-05-23,2023-07-23,FALSE
4CC8F609775F4685853998B087E1BC9D,Escritorio Virtual - Plano Mensal - Salvador,Salvador,CP-B4570C | Desconto cliente - Contabilizei,2023-11-01,2023-12-01,TRUE
4D45187623ED49FFA2E6A8CFE9727CE2,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-03-17,2023-02-17,FALSE
4D7101A11CA44594BBB5C517B3715882,Escritorio Virtual - Plano Mensal - Vila Leopoldina,Vila Leopoldina,CP-23C506 | Desconto cliente - Agilize,2022-06-23,2022-11-23,FALSE
4D7F16F662B94AE883F1E4DB9F491EA8,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-B4570C | Desconto cliente - Contabilizei,2023-08-09,2023-08-09,FALSE
4DA37FE32C704CFD9AD4BE9070B1D506,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-80E264 | Desconto cliente - LACERDA E CURVO CONTABILIDADE,2023-07-10,2023-07-10,FALSE
4E11D1186C984583955481C9AC3DA32A,Escritorio Virtual - Plano Mensal - Salvador,Salvador,CP-B4570C | Desconto cliente - Contabilizei,2022-08-22,2023-01-22,FALSE
4E1E5CA3DE484642AF7F97ED134EC6A3,Escritorio Virtual - Plano Mensal - Aracaju,Aracaju,CP-B4570C | Desconto cliente - Contabilizei,2022-07-25,2022-08-25,FALSE
4E1EA346441445EB9233E4BCBF415FF3,Escritorio Virtual - Plano Mensal - Fortaleza,Fortaleza,CP-B4570C | Desconto cliente - Contabilizei,2022-03-09,2023-09-09,FALSE
4E7A2B8C8BFF40ECBFFB3EAAC751755A,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-23C506 | Desconto cliente - Agilize	,2023-04-27,2023-09-13,FALSE
4EFFC45927174873B2764146E5F2FBB7,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-B4570C | Desconto cliente - Contabilizei,2022-01-03,2022-10-03,FALSE
4F2C65DDE9764131819264BA4AF5EC60,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-B4570C | Desconto cliente - Contabilizei,2022-09-01,2023-12-01,TRUE
4F454692921B425B8DB684CA08FCD04B,Escritorio Virtual - Plano Mensal - Berrini 2,Berrini 2,CP-23C506 | Desconto cliente - Agilize,2023-08-01,2023-11-01,TRUE
4F6FAA10E062408B80D1C385AF7FB22D,Escritorio Virtual - Plano Mensal - Florianopolis,Florianópolis,CP-AB2DB1 | Desconto cliente - GEONEXO SERVICE E EMPREENDIMENTOS LTDA,2023-09-04,2023-12-06,TRUE
5023FB127A1E40B5944B960212CC820C,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-FFDB1B | Desconto cliente - V&R CONTABILIDADE E CONSULTORIA LTDA,2023-07-06,2023-12-06,TRUE
5142F5A5ECB54F4282362F323ED25BDF,Escritorio Virtual - Plano Mensal - Palmas,Palmas,CP-B4570C | Desconto cliente - Contabilizei,2023-05-04,2023-12-07,TRUE
518FB4598EEE4972B7D0291A09555E7A,Escritorio Virtual - Plano Mensal - Fortaleza,Fortaleza,CP-E9FF6A | Desconto 10% - CLIENTEHERO10,2022-04-27,2022-09-27,FALSE
5197293B9BB0430FB07B5F419967A803,Escritorio Virtual - Plano Mensal - Guarulhos,Guarulhos,CP-B4570C | Desconto cliente - Contabilizei,2022-06-22,2023-11-22,TRUE
519A4689F5A049CD9BAB65906E24DF75,Escritorio Virtual - Plano Mensal - Lauro de Freitas,Lauro de Freitas,CP-B4570C | Desconto cliente - Contabilizei,2023-10-05,2023-11-05,FALSE
51B5CF7EA0884B56AF287FDA149FFC4C,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-70A14D | Desconto cliente - Ser Contabilidade,2023-10-02,2023-12-02,TRUE
5254AEC5F1904DAC9C0D52C4A42AC132,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-02-15,2022-02-15,FALSE
52691DCBEC7C4A18BEF6D6A1A20F4977,Escritorio Virtual - Plano Mensal - Av Paulista,Paulista 1,CP-CF5633 | Cliente parceiro - Contaro Solucoes Contabeis,2022-09-13,2022-10-24,FALSE
53D77B78D9C54E7780EFC7722BE6A1AF,Escritorio Virtual - Escritorio Virtual - Plano Mensal,Paulista 1,CP-B4570C | Desconto cliente - Contabilizei,2022-01-21,2022-07-21,FALSE
53DFB1F565AD49D1B0268FDCBBA7AD56,Escritorio Virtual - Plano Mensal - Faria Lima,Faria Lima,CP-441763 | Desconto cliente - PJ ROCKS!,2022-03-24,2023-05-24,FALSE
53F2BF0FE52142F59CC8896E4EEE5278,Escritorio Virtual - Escritorio Virtual - Plano Mensal,Paulista 1,CP-B4570C | Desconto cliente - Contabilizei,2022-11-08,2023-05-01,FALSE
540C8A03399E4A3AB9A24334DF3B1D13,Escritorio Virtual - Plano Mensal - Porto Alegre,Porto Alegre,CP-B4570C | Desconto cliente - Contabilizei,2023-09-26,2023-10-26,FALSE
5505DB35E7064FD18D39A918FCA92115,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-6B8C8F | Desconto cliente - Senhor Contabil,2023-07-10,2023-11-10,TRUE
5561E8485CE34628A1FE2E29491A22E2,Escritorio Virtual - Plano Mensal - Guarulhos,Guarulhos,CP-338324 | Desconto cliente - MAIA COWORKING,2022-09-28,2023-06-28,FALSE
557994593E6C40A18BBF145F8B58EAB1,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-9C09ED | Desconto cliente - Facilite Tecnologia Contabil,2022-12-20,2023-11-20,TRUE
55A366FA944041399598CB723C74DE73,Escritorio Virtual - Plano Mensal - Vitoria,Vitória,CP-B4570C | Desconto cliente - Contabilizei,2022-10-27,2023-07-27,FALSE
55AEACA10C7243A1969CBC6E3D232BF8,Escritorio Virtual - Plano Mensal - Uberlandia,Uberlândia,CP-B4570C | Desconto cliente - Contabilizei,2023-11-06,2023-12-06,TRUE
560B978794494C84831C38326580BEB3,Escritorio Virtual - Plano Mensal - Porto Alegre,Porto Alegre,CP-B4570C | Desconto cliente - Contabilizei,2022-06-01,2022-08-01,FALSE
56DE068179B04046B77347A4773E4B8F,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-B4570C | Desconto cliente - Contabilizei,2022-11-21,2023-06-21,FALSE
56DF398B4ED4478DA903085C84570CAF,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei	,2023-01-12,2023-02-12,FALSE
5711C135ED474189A13C96D96050F30A,Escritorio Virtual - Escritorio Virtual - Plano Mensal,Paulista 1,CP-B4570C | Desconto cliente - Contabilizei,2022-06-08,2022-11-08,FALSE
571702B35AB64E93B04D61D61485A3EA,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-09-22,2023-10-22,TRUE
5718CBAC0A124EC99268A8AA753C972E,Escritorio Virtual - Plano Mensal - Florianopolis,Florianópolis,CP-B4570C | Desconto cliente - Contabilizei,2023-02-14,2023-08-14,FALSE
571C639E25AD493B90616F41753DC8A2,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-B4570C | Desconto cliente - Contabilizei,2023-01-25,2023-07-25,FALSE
571F16F9A6C7456183A5C7A12FBB0368,Escritorio Virtual - Plano Mensal - Goiania,Goiânia,CP-DE14F0 | Desconto cliente - CAVEO TECNOLOGIA LTDA,2023-07-13,2023-07-13,FALSE
57337B95511742B9AC77D84C48D728ED,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-B4570C | Desconto cliente - Contabilizei,2022-02-02,2022-04-02,FALSE
5745E55E3B024D738CE1459320E790C3,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-B4570C | Desconto cliente - Contabilizei,2023-10-05,2023-11-05,FALSE
57B8FDEA1BFD4231BDCB71E3A4C5F4E1,Escritorio Virtual - Plano Mensal - Fortaleza,Fortaleza,CP-B4570C | Desconto cliente - Contabilizei,2023-09-04,2023-09-04,FALSE
57F1012D889C4B3E9184F18BBF7FFB00,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-B4570C | Desconto cliente - Contabilizei	,2023-06-19,2023-11-19,TRUE
5801627E490740DE89C7231AB5684622,Escritorio Virtual - Plano Mensal - Curitiba,Curitiba,CP-B4570C | Desconto cliente - Contabilizei,2022-04-14,2022-06-14,FALSE
5846C0E8B59D468A8E304E27E770F496,Escritorio Virtual - Plano Mensal - Vitoria,Vitória,CP-93FC4F | Desconto cliente - JSR CONSULTORIA CONTABIL E ADMINISTRATIVA LTDA,2023-04-04,2023-11-04,TRUE
586FA8BC1BBF4612BE757167EE53B902,Escritorio Virtual - Plano Mensal - Porto Alegre,Porto Alegre,CP-B4570C | Desconto cliente - Contabilizei,2022-09-22,2023-11-22,TRUE
5880092A493F4A48BF94A0BF5ED84196,Escritorio Virtual - Plano Mensal - Goiania,Goiânia,CP-DE14F0 | Desconto cliente - CAVEO TECNOLOGIA LTDA,2023-08-21,2023-08-21,FALSE
588B59D6EB6543268E928279FE5BFABA,Escritorio Virtual - Plano Mensal - Goiania,Goiânia,CP-23C506 | Desconto cliente - Agilize,2023-06-14,2023-06-14,FALSE
5898A94CE80D41C7A578A1CD58EAE21F,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-23C506 | Desconto cliente - Agilize,2023-06-23,2023-06-23,FALSE
58E8CBE5DB5C4966B40F8675450747D8,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-B4570C | Desconto cliente - Contabilizei,2023-03-13,2023-04-13,FALSE
5907043FD93E4DDAA6690F150FB9C3D9,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-B4570C | Desconto cliente - Contabilizei,2022-10-28,2023-11-16,TRUE
591332D71A884935B51375CDC632A35D,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-3C97D0 | Desconto cliente - ALIANCA CONTABILIDADE DIGITAL LTDA,2023-11-06,2023-12-06,TRUE
597CAB2DCC0941AC8CED6DE182B5C725,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-8ADFB7 | Desconto cliente - Contaro,2022-03-23,2023-06-23,FALSE
5991C140AE83432B87132DF72D410738,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-7AF434 | Desconto cliente - CONTARO,2022-06-13,2023-08-13,FALSE
59A65B8F0B5C4EF586CC57C69F23A78F,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2023-09-21,2023-09-21,FALSE
59D9784E18714C259B259A90B5EE9B7B,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-B4570C | Desconto cliente - Contabilizei,2023-06-06,2023-12-06,TRUE
59E87C16E57E4E0EA4FFEF6227A5A80D,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-C38438 | Desconto 10% - Desconto Especial II - Dezembro2021,2022-01-03,2022-03-03,FALSE
5B202A8C39514C5CA426A03467FC67E0,Escritorio Virtual - Plano Mensal - Berrini 2,Berrini 2,CP-0F240E | Desconto cliente - CF Contabilidade,2022-04-25,2023-05-25,FALSE
5B341F07518E4D2AB5053DFD96285D08,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-23C506 | Desconto cliente - Agilize,2023-07-10,2023-07-10,FALSE
5B63C2F4D5B24ECF9C652CF96F0CDCC5,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-11-23,2023-04-23,FALSE
5B865005D3C24BD3B4FB53C002ABD12A,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-B4570C | Desconto cliente - Contabilizei,2022-04-14,2023-09-14,FALSE
5B8C8BBB9CEA41CD88E5DDB53CDE61A6,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-3123E0 | Desconto cliente - Di Conta Ltda,2023-09-13,2023-09-13,FALSE
5BDD37254C4745E3A3D85DF7338769DE,Escritorio Virtual - Plano Mensal - Salvador,Salvador,CP-B4570C | Desconto cliente - Contabilizei,2023-09-01,2023-09-01,FALSE
5C019CC8614D46C1BF5831DDA95974A0,Endereco Comercial - Endereco Comercial - Plano Mensal,EV Comercial,CP-B4570C | Desconto cliente - Contabilizei,2023-04-27,2023-05-27,FALSE
5C24A5AF401F468EA79AA13F2F1FE705,Escritorio Virtual - Plano Mensal - Faria Lima,Faria Lima,CP-B4570C | Desconto cliente - Contabilizei,2022-01-19,2022-07-19,FALSE
5C28EC184C724BAA9D898CC6750C02B9,Escritorio Virtual - Plano Mensal - Florianopolis,Florianópolis,CP-348D9B | Desconto cliente - VESTRA SOLUCOES LTDA,2023-05-29,2023-07-29,FALSE
5C8CAE902906424DAA41A0B823C1C939,Escritorio Virtual - Plano Mensal - Porto Alegre,Porto Alegre,CP-B4570C | Desconto cliente - Contabilizei,2022-06-02,2023-11-02,TRUE
5CA9E9E3DA354A908CE9EC6EFEC745BD,Escritorio Virtual - Plano Mensal - Curitiba,Curitiba,CP-B4570C | Desconto cliente - Contabilizei,2023-02-06,2023-06-06,FALSE
5CD037420C4047FCB71DBDC834CF7F0B,Escritorio Virtual - Plano Mensal - Faria Lima,Faria Lima,CP-B4570C | Desconto cliente - Contabilizei,2022-05-19,2022-06-19,FALSE
5CDFF5AE88D643B4BF47926C15C83DEB,Endereco Comercial - Endereco Comercial - Plano Mensal,EV Comercial,CP-B4570C | Desconto cliente - Contabilizei,2022-04-26,2022-05-26,FALSE
5D1CDE9B03A04304AB8B2B377958405D,Escritorio Virtual - Plano Mensal - Faria Lima 2,Faria Lima 2,CP-95F478 | Desconto cliente - SIMPLE CONTABILIDADE E GESTAO EMPRESARIAL LTDA,2023-06-14,2023-11-14,TRUE
5D8CC3D4E2A8426FA2753BB53FCD2920,Escritorio Virtual - Plano Mensal - Florianopolis,Florianópolis,CP-B4570C | Desconto cliente - Contabilizei,2022-04-25,2023-05-25,FALSE
5D9D66E6BCA94E298EE974454A254A62,Escritorio Virtual - Plano Mensal - Curitiba,Curitiba,CP-B4570C | Desconto cliente - Contabilizei,2022-11-23,2022-12-23,FALSE
5E09F08B40E14C5595DFB5DE19E75C1F,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-49CBAD | Desconto cliente - CONSIL CONTABILIDADE E ASSESSORIA EMPRESARIAL LTDA,2023-03-22,2023-11-22,TRUE
5E4956E70C594B84A1ABD64848F442DB,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-10-25,2023-04-25,FALSE
5E4DBCFD028E470889AD7305C5AB7717,Escritorio Virtual - Plano Mensal - Goiania,Goiânia,CP-0AA74F | Desconto cliente - Noce Contabilidade,2022-05-11,2023-01-11,FALSE
